"AT13387","AT13387","S1163","L1700-02",409.52,"912999-49-6","free base","HSP (e.g. HSP90)","HSP90","Synthetic small molecule","Mammalian","Chaperone","AT13387 is a selective potent Hsp90 inhibitor with IC50 of 18 nM in A375 cells, displays a long duration of anti-tumor activity.","C(=O)(N1CC2C=CC(=CC(C1)=2)CN3CCN(CC3)C)C4C(=CC(=C(C=4)C(C)C)O)O",61,"http://www.selleckchem.com/products/at13387.html","Cytoskeletal Signaling",1,"n9","C2C12 Diff Tunicamycin","Con",37.27889,40.75472,45.49858,49.34391,52.07863,51.96424,50.21317,49.44953,48.42859,47.77988,46.15032,44.92996,43.59795,43.519,43.77707,43.63715,44.65371,43.74689,44.29868,42.40744,42.96323,42.17128,42.10889,42.4676,42.95831,44.00191,43.83392,43.44213,44.04101,43.63997,43.4826,43.25888,43.3814,42.71642,43.06192,42.67039,41.85614,41.32668,41.68953,42.16007,42.27179,41.87991,40.67059,41.41592,40.06609,40.02038,40.56221,39.97099,"SG",0.9281955,0.9281955,0.4640978,0.4640978,0.4640978,0.9281955,1.392293,2.784587,4.640978,4.640978,5.569173,4.640978,6.033271,6.961466,9.746053,12.06654,10.67425,20.8844,24.13308,31.55865,37.12782,41.7688,51.51485,64.50959,76.11204,89.10677,108.5989,126.2346,135.5166,153.6164,180.0699,195.3852,204.6671,221.8387,247.3641,265.4639,266.8562,293.7739,308.1609,329.0453,349.0015,356.8912,367.1013,375.4551,380.5602,386.5934,405.6215,406.0855,"NLS",471.0592,503.082,549.9559,577.8017,596.8297,654.3779,709.1414,737.9155,779.6843,805.6737,820.5248,842.8016,853.4758,839.0887,832.5914,833.0555,846.5143,838.1606,854.8681,843.2656,856.2604,845.122,847.9066,851.1553,853.0117,845.5861,837.6965,830.735,831.1991,821.4531,831.6632,797.7841,788.5021,757.4075,760.6563,730.0258,704.0363,664.588,661.3393,646.0241,642.3113,626.9961,608.8963,606.5758,598.6861,580.5863,555.9891,529.9996
"Linezolid","Linezolid","S1408","L1700-04",337.35,"165800-03-3","free base","Others","Other","Synthetic small molecule","Bacteria","Metabolism-related","Linezolid is a synthetic antibiotic used for the treatment of serious infections. ","C1=C(C(=CC(=C1)N2C[C@@H](OC2=O)CNC(C)=O)F)N3CCOCC3",201,"http://www.selleckchem.com/products/Linezolid(Zyvox).html","Others",1,"n10","C2C12 Diff Tunicamycin","Con",40.36518,43.89207,49.36641,52.51706,55.17857,56.39362,53.78232,52.16256,50.86826,48.88857,48.46499,46.82735,45.72115,46.67253,47.03726,46.12498,47.32496,47.97453,48.03126,47.19398,47.75938,46.98904,46.83777,46.3789,47.53737,47.10881,47.70584,47.75903,47.63794,47.14391,48.01538,47.481,47.70998,46.73712,46.37621,47.0271,46.34138,44.19154,44.29093,43.65736,42.64498,42.97572,42.97704,42.02351,41.85428,41.27832,40.30172,40.25641,"SG",0,0.9281955,0.9281955,0.9281955,0.9281955,1.856391,2.320489,3.712782,4.640978,5.569173,7.425564,8.35376,7.889662,9.746053,12.53064,14.85113,27.38177,35.27143,46.87387,61.725,78.89662,96.53233,109.063,127.6269,145.7267,168.0034,174.5008,190.7442,199.0979,213.0209,226.0156,223.6951,247.3641,260.3589,282.1714,290.9893,292.8457,303.5199,320.6916,321.1557,319.2993,331.3658,327.653,326.2607,338.3273,327.653,335.5427,329.9735,"NLS",496.5846,530.9279,591.2606,614.9296,657.6265,691.9698,731.4181,746.7333,778.756,777.3638,809.3865,825.6299,817.7403,825.1658,845.122,836.7682,848.3707,858.5809,857.6526,849.2989,822.8453,818.6685,813.0993,794.0713,773.1869,764.8331,736.0591,737.9155,717.9592,683.616,657.6265,644.6318,629.3166,609.8245,609.8245,584.7632,561.5583,523.5023,507.2589,487.3026,479.413,463.1696,443.6775,440.4288,423.7213,389.8421,386.5934,370.8141
"CYC116","CYC116","S1171","L1700-02",368.46,"693228-63-6","free base","Aurora Kinase,VEGFR","Aurora Kinase","Synthetic small molecule","Mammalian","Kinase","CYC116 is a potent inhibitor of Aurora A/B with Ki of 8.0 nM/9.2 nM, is less potent to VEGFR2 (Ki of 44 nM), with 50-fold greater potency than CDKs, not active against PKA, Akt/PKB, PKC, no effect on GSK-3α/β, CK2, Plk1 and SAPK2A. Phase 1.","C1(=NC=CC(=N1)C2SC(=NC=2C)N)NC3=CC=C(C=C3)N4CCOCC4",65,"http://www.selleckchem.com/products/CYC116.html","Cell Cycle",1,"n11","C2C12 Diff Tunicamycin","Con",42.62074,49.92588,53.16134,57.57128,58.40778,58.48806,57.45895,56.32081,54.85549,52.92461,50.66769,50.99683,48.54518,48.1723,48.14556,48.0135,47.58406,45.76627,45.5408,44.33548,42.32317,41.83347,42.07151,40.67106,41.32037,40.40008,40.124,39.18574,39.51791,38.84464,39.78343,40.43331,40.35551,41.18589,41.09119,41.52423,41.4213,41.34829,41.26209,40.84715,41.18072,40.79976,42.06979,41.61029,41.20642,40.7094,40.04538,41.69706,"SG",1.856391,2.320489,2.784587,1.392293,1.856391,3.712782,3.248684,2.784587,2.784587,4.17688,4.640978,4.17688,7.425564,11.60244,13.92293,23.20489,33.87914,47.33797,70.54286,96.06824,111.3835,152.2241,182.8545,215.3414,251.541,274.7459,305.8404,313.266,325.3326,350.3938,352.2502,368.0295,388.9139,396.3395,404.2292,395.8754,387.0575,380.0961,374.5269,366.1731,373.1346,371.2782,357.8194,349.4656,351.322,349.4656,328.5812,331.8299,"NLS",537.8893,592.6528,630.2448,659.4829,715.6387,762.0485,807.9942,849.2989,881.7858,905.4548,926.8032,958.826,944.9031,957.8978,965.7875,969.5002,970.4284,956.5055,950.4722,932.8365,923.0905,911.488,919.8418,887.819,857.6526,814.0275,790.3585,747.6615,694.2903,682.2237,653.4496,636.278,619.1064,597.7579,576.8735,568.9839,541.6021,524.8946,523.9664,509.5793,505.8666,489.6231,492.8718,492.8718,497.0487,497.0487,483.1258,499.8333
"Sildenafil Citrate","Sildenafil Citrate","S1431","L1700-04",666.7,"171599-83-0","citrate","PDE","PDE","Synthetic small molecule","Mammalian","Metabolism-related","Sildenafil, a selective inhibitor of cyclic guanosine monophosphate (cGMP)-specific phosphodiesterase type 5 (PDE5), is a well-tolerated and highly effective treatment for erectile dysfunction.","C1(=CC=C(C(=C1)C2=NC3=C(C(N2)=O)N(N=C3CCC)C)OCC)S(N4CCN(CC4)C)(=O)=O.C(C(O)=O)C(CC(O)=O)(O)C(O)=O",34,"http://www.selleckchem.com/products/Sildenafil-citrate.html","Metabolism",1,"n12","C2C12 Diff Tunicamycin","Con",38.1442,42.44328,47.37414,49.66678,50.6909,51.68062,51.13008,48.91992,47.38678,46.53369,44.90446,45.48064,44.36492,43.12388,44.36014,43.53068,44.53905,44.51447,43.7049,43.76339,43.63036,43.80921,43.52212,43.78834,43.89486,45.43062,45.90579,45.90441,46.32687,46.54778,47.66799,47.78037,47.19096,47.42587,48.48233,47.96555,48.34195,48.48196,50.1818,49.73716,50.01235,50.61694,50.65249,50.18172,49.84548,50.84831,50.47324,50.83492,"SG",2.320489,4.17688,4.17688,4.17688,6.961466,5.105075,5.569173,4.640978,6.033271,6.497369,10.67425,8.35376,12.06654,14.85113,15.77932,18.09981,26.45357,40.37651,53.83534,70.07877,85.85809,104.8861,112.3117,138.3011,162.4342,183.7827,211.1645,219.5182,231.5848,237.6181,245.9718,262.2152,264.5357,271.0331,293.7739,300.2713,298.879,320.6916,323.0121,321.6198,324.4043,333.2222,331.8299,347.6092,347.6092,355.0348,342.9683,349.0015,"NLS",475.2361,499.3692,528.6074,555.9891,602.3989,657.1624,703.1081,749.0538,771.3305,804.7455,845.5861,869.7192,855.7963,842.3375,878.537,851.6194,872.0397,879.4653,867.8629,877.1448,865.5424,861.8295,848.3707,871.1115,859.9731,848.3707,810.3147,796.8559,785.7175,769.4741,782.9329,750.9102,746.7333,745.8051,749.5179,734.6667,733.2745,721.2079,740.236,706.3568,712.3901,730.4899,709.6055,717.4952,701.7158,710.0696,667.3726,687.3288
"XAV-939","XAV-939","S1180","L1700-02",312.31,"284028-89-3","free base","Wnt/beta-catenin","TNKS","Synthetic small molecule","Mammalian","Signaling-related","XAV-939 selectively inhibits Wnt/β-catenin-mediated transcription through tankyrase1/2 inhibition with IC50 of 11 nM/4 nM, regulates axin levels and does not affect CRE, NF-κB or TGF-β.","C1=CC(=CC=C1C(F)(F)F)C2=NC(=C3C(=N2)CCSC3)O",38,"http://www.selleckchem.com/products/XAV-939.html","Stem Cells &amp;  Wnt",1,"n13","C2C12 Diff Tunicamycin","Con",43.27117,45.0719,52.63228,55.62376,56.46365,54.44864,52.28883,50.74139,48.72242,46.31725,44.91497,45.05067,43.96786,42.783,42.71732,41.97142,40.7644,40.22283,38.78787,36.83197,35.95941,36.01051,36.3009,34.78793,34.94334,35.79175,35.0493,34.67956,34.73019,34.87655,34.66574,35.0735,34.46707,35.08102,35.07143,35.17814,35.12461,35.94185,35.89952,35.67687,33.98424,34.94342,35.26579,35.80425,36.04248,35.61118,35.36114,35.212,"SG",1.392293,1.856391,2.784587,4.17688,3.248684,3.248684,3.248684,2.784587,3.712782,6.961466,6.497369,7.425564,8.35376,20.4203,21.3485,28.77406,36.19963,48.26617,56.15583,69.61466,92.35545,118.809,160.1137,186.5673,200.4902,227.872,255.2538,286.8124,310.9455,336.4709,351.322,386.5934,401.4446,416.7598,427.8981,427.4341,424.1854,451.103,465.4901,437.1801,447.8543,428.3622,436.716,436.716,430.6827,431.1468,411.1906,394.019,"NLS",524.8946,576.4094,620.9628,649.7369,689.1852,705.4286,731.8822,765.2972,771.7946,795.9277,806.1378,812.6352,824.7017,819.1326,832.1273,841.8734,833.9837,832.1273,824.7017,790.8226,800.1046,777.8279,804.2814,783.8611,757.8716,744.8769,733.2745,699.8594,682.6878,660.4111,628.3884,615.8577,574.553,567.1275,535.1047,520.2536,511.4357,462.7055,452.4953,435.7878,419.5444,396.3395,391.6985,393.5549,382.8806,377.3115,360.604,358.7476
"Voriconazole","Voriconazole","S1442","L1700-04",349.31,"137234-62-9","free base","P450 (e.g. CYP17)","Other,P450","","Fungus","Metabolism-related","Voriconazole is a new triazole derivative similar to fluconazole and itraconazole that acts by inhibiting fungal cytochrome P-450-dependent, 14-alpha-sterol demethylase-mediated synthesis of ergosterol.","C1=C(C(=CC(=C1)F)F)[C@@](CN2C=NC=N2)([C@H](C3=NC=NC=C3F)C)O",200,"http://www.selleckchem.com/products/Voriconazole.html","Metabolism",1,"n14","C2C12 Diff Tunicamycin","Con",49.09054,54.94044,60.74851,65.95365,66.72523,65.22402,63.41574,60.18174,58.35552,57.70322,55.21819,55.78168,54.37174,54.68557,53.94246,54.17619,55.86586,54.72246,55.37819,54.36983,53.58048,55.6893,55.31711,55.30164,56.92053,56.75522,57.25029,58.15608,57.99534,58.6343,58.40903,57.5116,58.52348,58.44813,59.86046,59.35379,59.17413,60.24562,61.16337,59.8144,59.36104,60.49672,60.78214,58.89078,60.47433,61.60276,61.42904,61.70252,"SG",0.4640978,1.392293,1.392293,1.392293,1.856391,1.392293,2.320489,3.248684,4.17688,5.569173,3.712782,4.17688,6.033271,11.60244,14.85113,21.8126,35.73553,37.59192,52.44305,63.1173,83.0735,107.6707,128.091,150.3677,175.429,192.6006,225.5515,247.3641,267.3203,283.0996,302.1277,312.8019,326.7248,342.9683,362.9245,372.6705,374.0628,397.2677,411.1906,411.1906,407.4778,416.7598,419.5444,422.329,440.8929,456.6722,456.2081,462.7055,"NLS",601.0066,662.2675,723.0643,751.8384,775.5074,829.3427,861.8295,893.3882,951.8645,988.9924,1010.805,1038.187,1049.789,1043.756,1044.22,1042.828,1072.066,1053.038,1059.535,1057.215,1043.756,1061.392,1068.817,1061.856,1065.104,1027.048,1028.441,1016.374,990.3846,978.7822,971.8207,943.0467,951.4005,925.8751,938.8698,919.3777,913.8085,873.8961,879.9294,872.0397,865.5424,861.8295,863.686,851.6194,848.8348,844.658,853.0117,859.5091
"Fulvestrant","Fulvestrant","S1191","L1700-02",606.77,"129453-61-8","free base","Estrogen/progestogen Receptor","Estrogen/progesterone receptor","Synthetic small molecule","Mammalian","Receptor","Fulvestrant is an estrogen receptor (ER) antagonist with IC50 of 0.094 nM.","C1(C=CC2[C@@]3(CC[C@]4([C@H](CC[C@@]([C@]([C@@H](CC(C=1)=2)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)3[H])4[H])O)C)[H])O",164,"http://www.selleckchem.com/products/Fulvestrant.html","Endocrinology &amp; Hormones",1,"n15","C2C12 Diff Tunicamycin","Con",44.80473,49.16771,50.59839,51.98441,53.68597,51.95035,49.5445,48.21383,44.62028,41.52971,39.97845,37.54468,35.84957,32.79944,31.02901,29.13115,27.38823,26.55359,25.49251,25.13477,24.89017,24.00772,24.55509,24.16894,23.43045,23.79062,23.51866,24.34197,24.05497,24.9562,25.85323,26.79756,27.60278,28.08997,29.21012,30.06273,32.08706,33.24982,32.77733,33.22392,33.80712,34.8591,36.54827,37.27842,38.7502,38.67464,39.22668,39.51378,"SG",0,0.9281955,2.320489,1.856391,1.856391,2.784587,4.17688,5.105075,7.889662,8.817858,12.99474,13.92293,16.70752,15.77932,25.06128,34.80733,49.19436,62.6532,70.07877,85.39399,96.99644,102.1015,119.2731,121.5936,137.837,155.9368,162.8983,176.3571,186.1032,202.8107,218.1259,241.3308,251.541,262.6794,289.597,302.5917,302.1277,329.9735,328.1171,335.0786,342.9683,346.2169,357.8194,352.2502,362.9245,376.3833,381.4884,363.8527,"NLS",593.1169,592.1888,627.4602,649.2728,671.5495,687.3288,699.8594,705.4286,708.2132,703.1081,713.7823,686.4006,701.2517,678.5109,651.1292,646.9523,629.7807,609.3604,593.5811,585.6914,581.0504,587.5478,590.7964,560.6301,543.4585,533.2484,517.9331,503.5461,466.4182,451.103,438.1083,442.7493,420.9367,399.5882,390.7703,377.7756,349.9297,315.1224,300.7354,290.9893,268.2485,250.6128,236.6899,217.1978,213.485,198.6339,182.8545,179.1417
"Tipifarnib ","Tipifarnib ","S1453","L1700-04",489.4,"192185-72-1","free base","Farnesyltransferase","Farnesyltransferase","Synthetic small molecule","Mammalian","Signaling-related","Tipifarnib (R115777) is a potent and specific farnesyltransferase (FTase) inhibitor with IC50 of 0.6 nM, its anti-proliferative effects are most prominent in H-ras or N-ras mutant cells. Phase 3. ","C1=CC(=CC=C1[C@](C2=CN=CN2C)(C3=CC4=C(C=C3)N(C(C=C4C5=CC(=CC=C5)Cl)=O)C)N)Cl",28,"http://www.selleckchem.com/products/Tipifarnib(R115777).html","Metabolism",1,"n16","C2C12 Diff Tunicamycin","Con",47.39791,54.3937,59.48082,64.22358,66.5868,66.22445,63.80913,59.65607,58.69999,57.00327,55.78456,54.33516,54.44186,53.1201,54.7505,54.99909,54.32401,54.77682,54.8816,55.43221,55.24875,55.07458,55.18443,56.65547,57.73424,57.87834,58.10926,58.7645,59.39502,59.76217,60.56192,60.08704,59.0205,60.21405,60.55985,60.45927,61.75335,62.21643,61.85911,61.72828,62.5985,62.67484,63.15373,63.2945,61.86249,63.35054,65.09401,65.41985,"SG",0.4640978,0.9281955,0.9281955,0.4640978,0,0,0,0,0.4640978,1.392293,2.320489,0.9281955,2.784587,7.425564,12.99474,14.38703,22.27669,33.41504,46.87387,63.1173,88.17857,106.2784,131.3397,150.3677,174.0367,186.5673,216.7337,230.6566,254.7897,282.1714,295.1662,300.2713,311.8737,323.0121,336.0068,352.7143,352.2502,361.0681,367.1013,370.8141,384.2729,396.3395,402.3728,415.8316,418.1521,421.8649,414.9034,417.688,"NLS",1105.481,954.6491,839.5529,923.5546,964.8593,1026.12,1059.999,1019.159,1135.183,1245.174,1375.586,1327.784,1329.176,1355.166,1253.528,1324.999,1262.346,1296.225,1263.274,1334.745,1297.153,1238.213,1301.33,1244.71,1340.314,1273.02,1335.209,1253.064,1224.29,1169.99,1080.884,1142.609,1134.719,1126.829,1124.973,980.1745,986.6719,992.241,949.544,955.5773,932.3724,990.8488,941.1902,965.3234,984.8155,928.1956,1039.579,915.2008
"Cladribine","Cladribine","S1199","L1700-02",285.69,"4291-63-8","free base","DNA/RNA Synthesis","DNA/RNA Metabolism","","Mammalian","Nucleic acid metabolism","Cladribine is an adenosine deaminase inhibitor for U266, RPMI8226, and MM1.S cells with IC50 of approximately 2.43 μM, 0.75 μM, and 0.18 μM, respectively.","N1=C(C2=C(N=C1Cl)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)N",199,"http://www.selleckchem.com/products/Cladribine.html","DNA Damage",1,"n17","C2C12 Diff Tunicamycin","Con",45.05982,51.87942,52.01433,55.07557,56.71234,57.07193,54.09911,53.91117,54.22868,52.19318,50.73985,50.32844,48.30279,47.08561,46.75681,47.04721,46.60926,48.1918,48.51838,47.95797,47.80767,47.33255,47.41911,48.72553,49.22517,49.22364,50.11356,49.74256,50.29695,51.93488,50.46749,49.78504,51.17171,51.10921,51.01722,49.42307,49.09303,49.87379,51.0867,49.67431,51.44624,51.8683,53.72075,54.1187,54.47577,56.07488,57.95914,57.33491,"SG",0.9281955,1.392293,1.392293,1.392293,1.392293,2.320489,3.712782,5.569173,8.35376,10.21015,19.9562,24.13308,32.02275,31.09455,37.12782,42.2329,41.7688,53.37124,57.08403,70.07877,80.28892,99.31693,112.3117,108.1348,120.6654,124.3782,130.4115,135.0524,142.9421,154.0805,149.4395,146.1908,141.0857,138.7652,144.7985,146.6549,147.5831,149.9036,135.9807,135.0524,135.0524,133.6602,133.6602,136.4447,145.2626,158.2573,155.9368,148.0472,"NLS",594.5092,613.5372,639.0626,681.7596,707.7491,741.6282,734.2027,786.6457,798.7123,824.7017,816.348,800.5687,781.5406,769.01,787.5739,770.8664,762.0485,775.0433,768.0818,735.595,735.1309,719.8156,713.7823,704.9645,697.0748,667.3726,640.919,627.9243,621.4269,597.7579,578.7299,571.3044,553.6686,547.1713,549.9559,537.8893,529.0715,514.6844,520.2536,490.0872,491.9436,493.8,478.0207,463.6337,467.8105,448.7825,431.1468,413.5111
"AZD6482","AZD6482","S1462","L1700-04",408.45,"1173900-33-8","free base","PI3K","PI3K","Synthetic small molecule","Mammalian","Kinase","AZD6482 is a PI3Kβ inhibitor with IC50 of 10 nM, 8-, 87- and 109-fold more selective to PI3Kβ than PI3Kδ, PI3Kα and PI3Kγ. Phase 1.","C(C1C(=CC=CC=1)N[C@H](C)C2=CC(=CN3C(C=C(N=C32)N4CCOCC4)=O)C)(=O)O",200,"http://www.selleckchem.com/products/azd6482.html","PI3K/Akt/mTOR",1,"n18","C2C12 Diff Tunicamycin","Con",49.54084,53.8853,57.91927,59.24644,59.18939,56.14872,54.03998,49.49091,46.32136,43.90964,42.51665,39.77798,38.24471,35.49272,34.68751,32.78424,31.40623,30.68281,30.37349,29.5298,29.23172,29.23042,29.81991,29.34212,28.87876,29.83146,28.86301,29.54009,29.0902,29.57704,29.3502,28.94521,29.71858,28.83939,28.65612,29.2834,28.20354,28.76118,27.64637,28.04156,28.33858,27.71566,27.37588,27.98511,27.30803,27.5728,27.20256,27.38983,"SG",1.392293,1.392293,2.320489,0.9281955,3.248684,5.105075,5.105075,5.105075,12.53064,23.20489,38.05602,58.47632,65.90189,79.82481,98.38873,113.704,128.5551,143.8703,150.3677,157.7932,170.3239,188.4237,197.2415,208.844,232.9771,225.5515,227.872,238.5462,247.3641,244.1154,252.0051,251.0769,250.1487,244.1154,242.7231,259.4307,242.259,239.4744,226.0156,229.2643,226.9438,226.0156,221.3746,215.8055,217.1978,209.7722,200.9543,204.203,"NLS",617.2501,615.8577,603.3271,611.2167,622.8192,642.3113,673.8699,691.0416,704.0363,711.4619,710.0696,700.3235,684.5442,679.4391,670.1572,641.8472,621.891,592.6528,586.6196,549.0276,520.2536,524.4305,517.9331,497.0487,471.9874,426.9699,436.2519,403.301,375.4551,370.35,331.8299,313.7301,293.3098,282.6355,275.21,272.8895,255.2538,226.0156,217.1978,210.7004,200.4902,190.7442,179.1417,173.1085,164.2906,159.6496,166.6111,155.0087
"Doxorubicin (Adriamycin)","Doxorubicin (Adriamycin)","S1208","L1700-02",579.98,"25316-40-9","hydrochloride","Autophagy,Topoisomerase","TOP2","Synthetic small molecule","Mammalian","Nucleic acid metabolism","Doxorubicin (Adriamycin) is an antibiotic agent that inhibits DNA topoisomerase II and induces DNA damage and apoptosis.","C1(=CC=C2C(=C1OC)C(C3=C(C2=O)C(=C4C(=C3O)[C@@H](C[C@@](C4)(C(CO)=O)O)O[C@]5(C[C@@H]([C@@H]([C@@H](O5)C)O)N)[H])O)=O).Cl",172,"http://www.selleckchem.com/products/Adriamycin.html","DNA Damage",1,"n19","C2C12 Diff Tunicamycin","Con",41.79979,45.31415,46.58626,48.25561,48.96642,49.05097,48.28207,47.26568,44.85452,42.40157,38.77237,38.448,36.31424,34.41761,33.25851,32.51256,31.13609,29.16818,27.83986,27.93904,26.26962,26.75668,27.66406,28.11424,26.2337,27.58068,26.25262,26.94422,25.80411,26.20987,25.59931,26.22865,25.62285,24.66498,25.76239,25.77033,25.34841,25.41419,25.17075,25.11632,25.33923,24.34557,24.43198,25.76716,24.2928,23.41278,25.86413,24.63715,"SG",0,0.4640978,0.4640978,0.9281955,1.392293,4.17688,6.961466,24.13308,45.01748,71.47105,96.06824,121.1295,147.5831,174.0367,196.7775,207.9158,225.0874,246.9,268.2485,308.625,326.2607,347.1451,381.9525,395.8754,402.3728,412.1188,414.9034,420.9367,421.4008,416.2957,413.5111,404.6933,399.1241,395.8754,389.8421,383.3448,372.6705,354.5707,341.576,335.0786,326.7248,310.0173,303.984,298.879,301.6635,292.8457,299.343,284.0278,"NLS",497.9769,488.2309,487.3026,493.3359,503.5461,535.1047,602.863,652.9855,649.2728,659.4829,632.1011,604.2553,589.8683,585.6914,563.4147,555.9891,542.5303,494.7282,458.9927,443.2134,414.9034,380.0961,339.7196,294.238,271.9613,246.4359,226.4797,202.8107,189.3519,184.7109,174.9649,154.0805,151.2959,147.5831,143.4062,141.5498,132.732,137.837,125.3064,121.5936,117.8808,116.0244,107.2066,111.3835,106.7425,103.9579,115.0962,103.9579
"Safinamide Mesylate","Safinamide Mesylate","S1472","L1700-04",398.45,"202825-46-5","mesylate","MAO","MAO","","Mammalian","Metabolism-related","Safinamide Mesylate is mesylate salt of Safinamide, selectively and reversibly inhibits MAO-B with IC50 of 98 nM, exhibits 5918-fold selectivity against MAO-A. Phase 3.","C1(=CC=CC(=C1)COC2=CC=C(C=C2)CN[C@H](C(N)=O)C)F.CS(=O)(=O)O",200,"http://www.selleckchem.com/products/Safinamide-mesilate.html","Metabolism",1,"n20","C2C12 Diff Tunicamycin","Con",41.5784,46.00692,52.3039,56.20469,56.51283,56.0445,53.76885,51.9684,50.23913,47.68837,45.69186,46.02432,46.11155,45.06251,46.00362,46.47341,46.15089,45.93557,46.42952,46.9092,46.06839,45.49437,45.76481,45.23083,45.25061,45.10065,45.89909,46.99594,46.58729,45.96743,47.47016,47.02696,47.96709,46.28729,46.78099,48.29866,46.5692,47.93629,47.01329,47.98395,47.3213,47.2139,46.95408,45.47352,45.27105,45.89087,47.03096,46.24765,"SG",0.4640978,0.9281955,0.9281955,1.392293,0.9281955,1.856391,2.320489,1.856391,3.248684,3.712782,5.569173,10.21015,11.60244,13.92293,16.24342,19.02801,25.06128,30.63045,44.08929,52.44305,68.22237,81.21711,99.31693,108.1348,126.6987,148.5113,163.8265,184.2468,198.1698,213.485,224.1592,239.0103,243.6513,257.1102,277.0664,283.5638,292.8457,318.3711,324.4043,321.6198,324.4043,343.4323,348.5374,343.8965,340.1837,359.6758,373.5987,350.8579,"NLS",505.8666,554.1328,606.1117,651.1292,681.7596,725.3848,750.4461,787.5739,810.3147,820.989,845.122,853.0117,868.3269,865.5424,872.9679,868.791,866.9346,868.791,870.1833,882.7139,873.8961,878.073,875.2884,861.3655,841.8734,838.6247,806.1378,799.6404,769.9382,757.4075,759.264,747.6615,734.2027,717.0311,707.7491,705.4286,696.1467,672.0135,646.4882,641.3831,629.7807,620.4987,602.3989,583.835,572.6967,563.4147,555.9891,540.6739
"PFI-1 (PF-6405761)","PFI-1 (PF-6405761)","S1216","L1700-02",347.39,"1403764-72-6","free base","Epigenetic Reader Domain","BET","Synthetic small molecule","Mammalian","Epigenetic enzyme","PFI-1 is a selective BET (bromodomain-containing protein) inhibitor for BRD4 with IC50 of 0.22 μM.","C1(=CC=C2C(=C1)CN(C(N2)=O)C)NS(=O)(=O)C3=C(C=CC=C3)OC",198,"http://www.selleckchem.com/products/pfl-1.html","Epigenetics",1,"n21","C2C12 Diff Tunicamycin","Con",44.40503,48.45925,55.28052,58.33645,60.54728,60.289,57.53793,54.81274,54.65462,52.88364,49.48021,50.26415,49.42548,47.54752,49.61924,49.97581,50.37073,50.40055,49.78822,49.39166,50.14491,49.96414,50.82904,52.16622,52.92108,53.13922,54.41347,54.24023,54.37273,55.24922,56.46399,55.29046,55.45741,56.24156,56.15281,56.42623,56.10804,58.20023,57.17355,57.84798,57.80477,58.39558,56.77849,57.73803,57.56148,57.89641,60.12508,58.81741,"SG",0,0,0,0.4640978,0.4640978,0.9281955,0.9281955,0.9281955,0.9281955,1.856391,2.784587,3.712782,6.033271,7.425564,11.13835,11.13835,15.77932,26.45357,41.7688,47.33797,59.86861,77.50433,102.5656,132.2679,157.7932,169.3957,188.8878,203.7389,219.9823,239.4744,246.9,263.1434,273.8177,295.1662,309.0891,325.3326,332.294,361.5322,375.9192,384.7371,385.6653,381.0243,387.0575,390.3062,398.1959,400.0523,400.9805,409.3342,"NLS",549.4918,596.3657,642.7754,686.8647,723.9925,755.5511,801.9609,829.3427,883.6422,911.9521,898.4933,937.4775,932.3724,911.488,935.157,942.1185,968.108,951.8645,956.9696,972.7489,963.467,966.2515,983.8873,984.8155,974.6053,963.0029,948.6158,940.7262,926.8032,916.5931,919.3777,898.4933,867.8629,879.4653,876.2166,879.0012,866.9346,872.0397,878.073,864.15,857.6526,851.6194,827.0222,840.4811,824.2376,828.8786,820.5248,820.5248
